freq,psd_x,psd_y,psd_z,psd_xyz
45.8,1.086e+02,5.467e+02,1.637e+05,1.644e+05
47.3,1.013e+02,8.838e+02,2.023e+05,2.033e+05
48.8,8.974e+01,1.424e+03,2.560e+05,2.575e+05
50.3,7.188e+01,2.373e+03,3.292e+05,3.317e+05
51.7,6.066e+01,5.805e+03,4.916e+05,4.975e+05
53.2,6.444e+01,2.124e+04,8.066e+05,8.279e+05
54.7,9.932e+01,5.342e+04,1.296e+06,1.349e+06
56.2,1.384e+02,6.793e+04,1.887e+06,1.955e+06
57.6,1.356e+02,6.250e+04,2.113e+06,2.176e+06
59.1,2.256e+02,6.338e+04,1.899e+06,1.963e+06
60.6,4.246e+02,7.207e+04,1.532e+06,1.604e+06
62.1,4.243e+02,8.016e+04,1.196e+06,1.276e+06
63.6,3.813e+02,7.978e+04,8.627e+05,9.428e+05
65.0,4.781e+02,7.478e+04,6.484e+05,7.236e+05
66.5,6.438e+02,6.823e+04,5.935e+05,6.624e+05
68.0,7.436e+02,6.116e+04,5.417e+05,6.036e+05
69.5,6.164e+02,5.355e+04,5.253e+05,5.795e+05
70.9,3.837e+02,4.710e+04,5.163e+05,5.638e+05
72.4,1.882e+02,3.861e+04,4.833e+05,5.221e+05
73.9,6.875e+01,2.950e+04,4.483e+05,4.779e+05
75.4,1.279e+02,2.096e+04,3.978e+05,4.189e+05
76.9,2.660e+02,1.564e+04,3.316e+05,3.475e+05
78.3,2.093e+02,1.175e+04,2.733e+05,2.853e+05
79.8,1.052e+02,9.509e+03,2.579e+05,2.675e+05
81.3,1.106e+02,8.119e+03,2.420e+05,2.502e+05
82.8,2.247e+02,6.510e+03,2.247e+05,2.314e+05
84.2,2.437e+02,5.420e+03,2.302e+05,2.359e+05
85.7,2.551e+02,4.869e+03,2.247e+05,2.298e+05
87.2,3.618e+02,4.192e+03,2.109e+05,2.155e+05
88.7,4.566e+02,3.771e+03,2.016e+05,2.058e+05
90.2,6.262e+02,3.728e+03,1.935e+05,1.978e+05
91.6,8.709e+02,4.036e+03,1.928e+05,1.977e+05
93.1,1.127e+03,4.705e+03,2.034e+05,2.092e+05
94.6,1.594e+03,5.435e+03,2.210e+05,2.280e+05
96.1,2.738e+03,6.412e+03,2.369e+05,2.461e+05
97.5,5.103e+03,7.983e+03,2.480e+05,2.611e+05
99.0,8.864e+03,1.082e+04,2.558e+05,2.755e+05
100.5,6.723e+03,9.544e+03,2.550e+05,2.713e+05
102.0,4.103e+03,7.290e+03,2.515e+05,2.629e+05
103.5,3.001e+03,5.798e+03,2.417e+05,2.505e+05
104.9,2.600e+03,4.594e+03,2.115e+05,2.186e+05
106.4,1.945e+03,3.349e+03,1.923e+05,1.976e+05
107.9,1.270e+03,2.618e+03,1.789e+05,1.828e+05
109.4,8.775e+02,2.513e+03,1.603e+05,1.637e+05
110.8,5.907e+02,2.724e+03,1.430e+05,1.463e+05
112.3,6.333e+02,3.226e+03,1.289e+05,1.328e+05
113.8,8.796e+02,3.709e+03,1.182e+05,1.227e+05
115.3,1.024e+03,4.033e+03,1.149e+05,1.199e+05
116.8,1.063e+03,4.440e+03,1.170e+05,1.225e+05
118.2,1.059e+03,4.833e+03,1.176e+05,1.235e+05
119.7,1.153e+03,5.185e+03,1.150e+05,1.214e+05
121.2,1.242e+03,5.474e+03,1.104e+05,1.171e+05
122.7,1.176e+03,5.655e+03,1.063e+05,1.131e+05
124.1,1.104e+03,5.855e+03,1.024e+05,1.094e+05
125.6,1.030e+03,5.964e+03,9.902e+04,1.060e+05
127.1,9.417e+02,5.979e+03,9.595e+04,1.029e+05
128.6,8.371e+02,5.794e+03,9.204e+04,9.867e+04
130.1,7.736e+02,5.495e+03,8.829e+04,9.455e+04
131.5,7.350e+02,5.026e+03,8.283e+04,8.859e+04
133.0,5.125e+02,2.858e+03,4.777e+04,5.114e+04
134.5,3.081e+02,7.860e+02,1.359e+04,1.468e+04
136.0,3.407e+02,6.184e+02,1.104e+04,1.199e+04
137.5,4.088e+02,6.759e+02,1.130e+04,1.238e+04
138.9,4.744e+02,7.871e+02,1.183e+04,1.309e+04
140.4,5.200e+02,9.210e+02,1.251e+04,1.395e+04
141.9,5.465e+02,1.066e+03,1.285e+04,1.446e+04
143.4,5.834e+02,1.199e+03,1.273e+04,1.452e+04
144.8,5.962e+02,1.306e+03,1.241e+04,1.431e+04
146.3,6.043e+02,1.377e+03,1.165e+04,1.363e+04
147.8,6.175e+02,1.507e+03,1.113e+04,1.325e+04
149.3,6.545e+02,1.733e+03,1.116e+04,1.355e+04
150.8,6.262e+02,1.717e+03,9.806e+03,1.215e+04
152.2,5.568e+02,1.456e+03,7.543e+03,9.556e+03
153.7,4.649e+02,1.254e+03,5.953e+03,7.672e+03
155.2,3.934e+02,1.148e+03,4.920e+03,6.461e+03
156.7,4.438e+02,1.280e+03,4.454e+03,6.178e+03
158.1,6.117e+02,1.524e+03,3.968e+03,6.104e+03
159.6,6.876e+02,1.494e+03,3.266e+03,5.447e+03
161.1,8.035e+02,1.488e+03,2.546e+03,4.837e+03
162.6,8.456e+02,1.494e+03,1.975e+03,4.315e+03
164.1,8.169e+02,1.425e+03,1.705e+03,3.946e+03
165.5,7.815e+02,1.244e+03,1.244e+03,3.270e+03
167.0,7.730e+02,1.099e+03,8.045e+02,2.676e+03
168.5,7.709e+02,9.615e+02,6.874e+02,2.420e+03
170.0,6.384e+02,7.778e+02,6.355e+02,2.052e+03
171.4,4.499e+02,5.425e+02,5.328e+02,1.525e+03
172.9,3.023e+02,3.569e+02,4.643e+02,1.123e+03
174.4,2.009e+02,1.991e+02,4.335e+02,8.335e+02
175.9,1.592e+02,1.376e+02,3.736e+02,6.704e+02
177.4,1.609e+02,1.345e+02,3.591e+02,6.544e+02
178.8,1.686e+02,1.636e+02,3.513e+02,6.835e+02
180.3,1.788e+02,2.053e+02,3.502e+02,7.343e+02
181.8,2.140e+02,2.561e+02,3.980e+02,8.681e+02
183.3,2.221e+02,2.747e+02,4.566e+02,9.534e+02
184.7,2.217e+02,2.880e+02,5.040e+02,1.014e+03
186.2,2.357e+02,3.285e+02,5.450e+02,1.109e+03
187.7,2.502e+02,3.374e+02,5.730e+02,1.161e+03
189.2,2.577e+02,3.468e+02,5.837e+02,1.188e+03
190.7,2.721e+02,3.766e+02,5.699e+02,1.219e+03
192.1,2.603e+02,3.638e+02,5.132e+02,1.137e+03
193.6,2.508e+02,3.837e+02,5.220e+02,1.156e+03
195.1,2.467e+02,4.050e+02,5.707e+02,1.222e+03
196.6,2.147e+02,3.498e+02,5.940e+02,1.159e+03
198.0,2.136e+02,3.483e+02,6.367e+02,1.199e+03
199.5,2.189e+02,3.519e+02,7.751e+02,1.346e+03
